,date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,site_theta_pred,TDR_pore_swc_g,TDR_tot_swc_g,TDR_tot_swc_g_resid_Des,scaled_stationary_N_UTS,NewName
0,2023-07-01,2023-07-01,5207.208333333333,0.0097911661490466,102.1396692089136,2143.5848208025623,0.1641199723651505,2073.1139253046967,0.1543446416440217,0.1121875,0.1333958333333333,0.1347083333333333,0.088625,0.122678131676514,0.0,0.0,18.654166666666665,17.685416666666665,16.347916666666666,14.2875,0.0,786.5604166666667,66.8625,12.845833333333331,2023-07-01,0.1543446416440217,848.5593282294566,2795.1818545829774,0.15778171423518517,0.09010392952152907,0.14010392952152906,-0.01767778471365611,2700.4977466970277,C2
1,2023-07-02,2023-07-02,5261.5625,0.0097447598340708,102.62359621852832,2145.429346208914,0.1630668215319065,2072.781206381172,0.154288913892663,0.1076874999999999,0.13075,0.1328541666666667,0.0872083333333333,0.1193524016786641,0.003927484360194,0.0020891752872772,17.84468085106383,17.416666666666668,16.474999999999998,14.420833333333334,1.0135,786.0520833333334,61.00208333333333,14.24375,2023-07-02,0.154288913892663,847.9626946568949,2797.5870703207065,0.15725322971240863,0.0876612664548623,0.1376612664548623,-0.019591963257546335,2700.064337470311,C2
2,2023-07-03,2023-07-03,5280.979166666667,0.0097513973094951,102.55536517618071,2143.983355149367,0.1638498300221887,2074.159665169412,0.153961181640625,0.10575,0.1297708333333333,0.1313333333333333,0.0863541666666666,0.117839114175787,0.0057145846370863,0.0030398005201134,19.435416666666665,18.172916666666666,16.54375,14.422916666666667,0.04,785.2229166666666,53.94583333333333,15.779166666666669,2023-07-03,0.153961181640625,852.1362468711137,2795.70153356363,0.15766735440771423,0.08654979574169076,0.13654979574169077,-0.021117558666023467,2701.8599574823706,C2
3,2023-07-04,2023-07-04,5279.395833333333,0.0097003247646776,103.0953202588595,2147.2726407251107,0.1624868336355431,2060.18881856304,0.1589816478972739,0.1025208333333333,0.1285208333333333,0.1307708333333333,0.0852916666666666,0.1158054703765308,0.0081161939742689,0.0043173060215454,19.84375,19.004166666666663,17.575,14.802083333333334,0.0,783.625,61.59583333333333,15.979166666666666,2023-07-04,0.1589816478972739,848.741855262286,2799.9906810079647,0.1567271396170793,0.08505613672474996,0.13505613672474995,-0.021671002892329344,2683.661131397879,C2
4,2023-07-05,2023-07-05,5306.520833333333,0.0097176088020627,102.9134046130285,2143.806192688836,0.1639837638414663,2067.248261410761,0.1564598083496093,0.077125,0.1087291666666666,0.1273541666666666,0.0850625,0.0968673886180207,0.0304809138904107,0.0162139339570345,20.122916666666665,18.872916666666665,17.34375,15.014583333333334,0.3013,783.6875,56.458333333333336,16.210416666666667,2023-07-05,0.1564598083496093,846.7354772798354,2795.47051807491,0.15771817951144662,0.07114660321032305,0.12114660321032306,-0.036571576301123565,2692.856964424955,C2
5,2023-07-06,2023-07-06,5406.833333333333,0.0095691267375099,104.52060714174998,2166.724862078142,0.1545271061039106,2104.996819910705,0.1434538468070652,0.0756666666666666,0.1076874999999999,0.1265,0.0833958333333333,0.0956506923926269,0.0319177579515434,0.0169782448565542,20.754166666666663,19.54583333333333,17.927083333333332,15.272916666666667,0.0,783.3979166666667,55.520833333333336,16.191666666666666,2023-07-06,0.1434538468070652,847.2325393477687,2825.3558989502003,0.15129679371355997,0.07025297115509196,0.12025297115509197,-0.031043822558468007,2742.0293210069394,C2
6,2023-07-07,2023-07-07,5528.875,0.0095177828694222,105.07545255356554,2163.927831606441,0.155735777225308,2100.674971959821,0.1449067488960597,0.07325,0.10575,0.1246875,0.0816458333333333,0.0935198714105258,0.0344341276168457,0.0183167956530095,20.00625,19.133333333333333,17.914583333333333,15.525,0.0,781.6708333333332,48.05416666666667,15.877083333333331,2023-07-07,0.1449067488960597,850.158863416723,2821.7086400475705,0.15206422267291497,0.06868793799905647,0.11868793799905647,-0.0333762846738585,2736.3995577264604,C2
7,2023-07-08,2023-07-08,5559.041666666667,0.0094736286550737,105.56790303227298,2179.8227691848488,0.1496158698570742,2122.599862175396,0.1379452969165558,0.0716875,0.1048541666666666,0.1234166666666666,0.0798333333333333,0.0922261253165434,0.0359619628751087,0.0191295081610324,20.870833333333334,19.691666666666663,18.154166666666665,15.63125,0.0,781.0645833333333,45.56458333333333,16.568749999999998,2023-07-08,0.1379452969165558,848.6893844935389,2842.435247489332,0.1477609906258105,0.06773771479889942,0.11773771479889943,-0.03002327582691107,2764.959549486218,C2
8,2023-07-09,2023-07-09,5556.708333333333,0.0095076586236655,105.18276928488618,2203.448300844799,0.1404461735101047,2149.675187749902,0.1292484364611037,0.0736875,0.1048541666666666,0.1224791666666666,0.0781041666666666,0.0929339117358307,0.0351261102671382,0.0186848870111491,20.072916666666668,19.27083333333333,18.06458333333333,15.78125,0.0,783.1833333333334,42.56458333333333,15.35625,2023-07-09,0.1292484364611037,852.18799685113,2873.2423593702815,0.14161511107539626,0.06825756570279094,0.11825756570279095,-0.023357545372605315,2800.2286462843085,C2
9,2023-07-10,2023-07-10,5491.166666666667,0.0095645001290975,104.56223325788407,2192.173373477734,0.1448443080738741,2125.422165952821,0.1369661371758643,0.0754791666666666,0.1053333333333333,0.1214374999999999,0.0764791666666666,0.0936906970992877,0.0342323928935321,0.0182094854361175,20.67083333333333,19.58125,18.197916666666668,15.839583333333332,0.0,784.3291666666668,44.31458333333333,16.875,2023-07-10,0.1369661371758643,850.4055837926245,2858.5401315497083,0.1445118712805396,0.06881340506975865,0.11881340506975865,-0.02569846621078095,2768.635963453825,C2
