,date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,site_theta_pred,TDR_pore_swc_g,TDR_tot_swc_g,TDR_tot_swc_g_resid_Des,scaled_stationary_N_UTS,Rhov_cal_g_cm3,theta_pred_tot_g_UTS,TDR_tot_swc_g_resid_UTS,NewName
0,2023-07-01,2023-07-01,5207.208333333333,0.0097911661490466,102.1396692089136,2143.5848208025623,0.1641199723651505,2073.1139253046967,0.1543446416440217,0.1121875,0.1333958333333333,0.1347083333333333,0.088625,0.122678131676514,0.0,0.0,18.654166666666665,17.685416666666665,16.347916666666666,14.2875,0.0,786.5604166666667,66.8625,12.845833333333331,2023-07-01,0.1543446416440217,848.5593282294566,2795.1818545829774,0.1776364339526309,0.09010392952152907,0.14010392952152906,-0.03753250443110184,2700.4977466970277,2.2516384315713784e-05,0.17218076082859116,-0.0320768313070621,C2
1,2023-07-02,2023-07-02,5261.5625,0.0097447598340708,102.62359621852832,2145.429346208914,0.1630668215319065,2072.781206381172,0.154288913892663,0.1076874999999999,0.13075,0.1328541666666667,0.0872083333333333,0.1193524016786641,0.003927484360194,0.0020891752872772,17.84468085106383,17.416666666666668,16.474999999999998,14.420833333333334,1.0135,786.0520833333334,61.00208333333333,14.24375,2023-07-02,0.154288913892663,847.9626946568949,2797.5870703207065,0.17704655599444025,0.0876612664548623,0.1376612664548623,-0.039385289539577956,2700.064337470311,1.9455243564570516e-05,0.17227041833057508,-0.034609151875712785,C2
2,2023-07-03,2023-07-03,5280.979166666667,0.0097513973094951,102.55536517618071,2143.983355149367,0.1638498300221887,2074.159665169412,0.153961181640625,0.10575,0.1297708333333333,0.1313333333333333,0.0863541666666666,0.117839114175787,0.0057145846370863,0.0030398005201134,19.435416666666665,18.172916666666666,16.54375,14.422916666666667,0.04,785.2229166666666,53.94583333333333,15.779166666666669,2023-07-03,0.153961181640625,852.1362468711137,2795.70153356363,0.17750878122413627,0.08654979574169076,0.13654979574169077,-0.040958985482445504,2701.8599574823706,1.5746628980296572e-05,0.1718669595716474,-0.035317163829956644,C2
3,2023-07-04,2023-07-04,5279.395833333333,0.0097003247646776,103.0953202588595,2147.2726407251107,0.1624868336355431,2060.18881856304,0.1589816478972739,0.1025208333333333,0.1285208333333333,0.1307708333333333,0.0852916666666666,0.1158054703765308,0.0081161939742689,0.0043173060215454,19.84375,19.004166666666663,17.575,14.802083333333334,0.0,783.625,61.59583333333333,15.979166666666666,2023-07-04,0.1589816478972739,848.741855262286,2799.9906810079647,0.17645944259536178,0.08505613672474996,0.13505613672474995,-0.041403305870611834,2683.661131397879,2.2394325943204074e-05,0.17581188965894004,-0.04075575293419009,C2
4,2023-07-05,2023-07-05,5306.520833333333,0.0097176088020627,102.9134046130285,2143.806192688836,0.1639837638414663,2067.248261410761,0.1564598083496093,0.077125,0.1087291666666666,0.1273541666666666,0.0850625,0.0968673886180207,0.0304809138904107,0.0162139339570345,20.122916666666665,18.872916666666665,17.34375,15.014583333333334,0.3013,783.6875,56.458333333333336,16.210416666666667,2023-07-05,0.1564598083496093,846.7354772798354,2795.47051807491,0.17756551357568567,0.07114660321032305,0.12114660321032306,-0.05641891036536262,2692.856964424955,1.8121547974308034e-05,0.17379459586430177,-0.05264799265397871,C2
5,2023-07-06,2023-07-06,5406.833333333333,0.0095691267375099,104.52060714174998,2166.724862078142,0.1545271061039106,2104.996819910705,0.1434538468070652,0.0756666666666666,0.1076874999999999,0.1265,0.0833958333333333,0.0956506923926269,0.0319177579515434,0.0169782448565542,20.754166666666663,19.54583333333333,17.927083333333332,15.272916666666667,0.0,783.3979166666667,55.520833333333336,16.191666666666666,2023-07-06,0.1434538468070652,847.2325393477687,2825.3558989502003,0.17040456606434806,0.07025297115509196,0.12025297115509197,-0.050151594909256095,2742.0293210069394,1.735395616740493e-05,0.1636184693891265,-0.04336549823403453,C2
6,2023-07-07,2023-07-07,5528.875,0.0095177828694222,105.07545255356554,2163.927831606441,0.155735777225308,2100.674971959821,0.1449067488960597,0.07325,0.10575,0.1246875,0.0816458333333333,0.0935198714105258,0.0344341276168457,0.0183167956530095,20.00625,19.133333333333333,17.914583333333333,15.525,0.0,781.6708333333332,48.05416666666667,15.877083333333331,2023-07-07,0.1449067488960597,850.158863416723,2821.7086400475705,0.1712596629249617,0.06868793799905647,0.11868793799905647,-0.05257172492590523,2736.3995577264604,1.2045328234764058e-05,0.16473918816392555,-0.04605125016486908,C2
7,2023-07-08,2023-07-08,5559.041666666667,0.0094736286550737,105.56790303227298,2179.8227691848488,0.1496158698570742,2122.599862175396,0.1379452969165558,0.0716875,0.1048541666666666,0.1234166666666666,0.0798333333333333,0.0922261253165434,0.0359619628751087,0.0191295081610324,20.870833333333334,19.691666666666663,18.154166666666665,15.63125,0.0,781.0645833333333,45.56458333333333,16.568749999999998,2023-07-08,0.1379452969165558,848.6893844935389,2842.435247489332,0.16646736215451235,0.06773771479889942,0.11773771479889943,-0.04872964735561293,2764.959549486218,1.1156237430870874e-05,0.1591804230409223,-0.04144270824202288,C2
8,2023-07-09,2023-07-09,5556.708333333333,0.0095076586236655,105.18276928488618,2203.448300844799,0.1404461735101047,2149.675187749902,0.1292484364611037,0.0736875,0.1048541666666666,0.1224791666666666,0.0781041666666666,0.0929339117358307,0.0351261102671382,0.0186848870111491,20.072916666666668,19.27083333333333,18.06458333333333,15.78125,0.0,783.1833333333334,42.56458333333333,15.35625,2023-07-09,0.1292484364611037,852.18799685113,2873.2423593702815,0.15963359254163395,0.06825756570279094,0.11825756570279095,-0.041376026838843005,2800.2286462843085,8.92951557454078e-06,0.15263542539609593,-0.03437785969330498,C2
9,2023-07-10,2023-07-10,5491.166666666667,0.0095645001290975,104.56223325788407,2192.173373477734,0.1448443080738741,2125.422165952821,0.1369661371758643,0.0754791666666666,0.1053333333333333,0.1214374999999999,0.0764791666666666,0.0936906970992877,0.0342323928935321,0.0182094854361175,20.67083333333333,19.58125,18.197916666666668,15.839583333333332,0.0,784.3291666666668,44.31458333333333,16.875,2023-07-10,0.1369661371758643,850.4055837926245,2858.5401315497083,0.16285302697753273,0.06881340506975865,0.11881340506975865,-0.04403962190777408,2768.635963453825,1.0693091521701095e-05,0.15846316302505092,-0.03964975795529227,C2
10,2023-07-11,2023-07-11,5428.791666666667,0.009602232943365,104.14778759788476,2200.527276377815,0.1414746649911208,2126.637309681845,0.136314060377038,0.0745,0.1050416666666666,0.121,0.0751458333333333,0.0930289748326184,0.0350138465457577,0.0186251697542854,21.85625,20.397916666666667,18.635416666666668,15.99375,0.0,785.38125,48.2625,17.614583333333332,2023-07-11,0.136314060377038,850.6195904090134,2869.433415349186,0.16046047768834815,0.06832738710010113,0.11832738710010113,-0.04213309058824702,2770.2188445787297,1.3496313534529791e-05,0.15819419051909914,-0.03986680341899801,C2
11,2023-07-12,2023-07-12,5387.833333333333,0.0096195739446388,103.9631050941714,2199.527570866728,0.1419329376593569,2110.9239985916674,0.1415072970920139,0.0732708333333333,0.1048333333333333,0.1210208333333333,0.0736041666666666,0.0923561257303764,0.0358084403123997,0.0190478437889723,22.98333333333333,21.479166666666668,19.4875,16.35625,0.0,785.19375,52.11041666666667,18.64583333333333,2023-07-12,0.1415072970920139,858.99906931196,2868.1298239646053,0.16074461971359444,0.06783319675616191,0.11783319675616191,-0.04291142295743253,2749.750234207528,1.7105017989315945e-05,0.1620942918553998,-0.044261095099237896,C2
12,2023-07-13,2023-07-13,5512.354166666667,0.0095233953311399,105.00961324763765,2199.2396779856613,0.1421205967647329,2121.2415036638936,0.1381822668987771,0.076625,0.1039375,0.1206041666666666,0.0726458333333333,0.0934999774015259,0.0344576212285518,0.0183292927805558,22.27916666666667,21.191666666666663,19.58333333333333,16.724999999999998,0.0,784.4895833333334,52.79791666666667,17.991666666666667,2023-07-13,0.1381822668987771,852.9074229336794,2867.7544187324856,0.16082655502152904,0.06867332636159237,0.11867332636159238,-0.04215322865993666,2763.1901126719913,1.703582759103124e-05,0.15949422429786606,-0.04082089793627368,C2
13,2023-07-14,2023-07-14,5557.3125,0.0094765334325482,105.52872449101592,2197.6377287115324,0.1424587866251066,2130.561986106551,0.1350039218334441,0.0753333333333333,0.1032083333333333,0.120125,0.0710208333333333,0.0925325807150804,0.0356000577337925,0.01893699733012,22.31041666666667,21.245833333333334,19.61875,16.883333333333333,0.0,784.8520833333333,50.47291666666666,17.316666666666666,2023-07-14,0.1350039218334441,848.198995365903,2865.665516301589,0.1612833660872014,0.0679627983998144,0.1179627983998144,-0.043320567687387,2775.3312408209554,1.4722695426414766e-05,0.157207957997276,-0.039245159597461596,C2
14,2023-07-15,2023-07-15,5436.375,0.0096275484975212,103.875411831819,2207.020330225207,0.1392871972808667,2144.0611728409453,0.1310755952875665,0.072875,0.1018124999999999,0.1191458333333333,0.0697083333333333,0.0907240596607844,0.0377358108347422,0.0200730839924764,21.38,20.71875,19.4375,16.983333333333334,0.0,786.7791666666667,46.19166666666666,15.785416666666668,2023-07-15,0.1310755952875665,852.3342175524316,2877.900197777821,0.1586291431209883,0.0666344862435437,0.11663448624354371,-0.041994656877444594,2792.9156692083707,1.0955280705815647e-05,0.15398028792585475,-0.03734580168231104,C2
